GeneID	PathwayID	Symbol	ENSEMBL
90423	hsa00190	ATP6V1E2	ENSG00000250565
9114	hsa00190	ATP6V0D1	ENSG00000159720
9167	hsa00190	COX7A2L	ENSG00000115944
9296	hsa00190	ATP6V1F	ENSG00000128524
9377	hsa00190	COX5A	ENSG00000178741
9550	hsa00190	ATP6V1G1	ENSG00000136888
9551	hsa00190	ATP5MF	ENSG00000241468
100526760	hsa00220	ABHD14A-ACY1	ENSG00000114786
1373	hsa00220	CPS1	ENSG00000021826
137362	hsa00220	GOT1L1	ENSG00000169154
162417	hsa00220	NAGS	ENSG00000161653
27165	hsa00220	GLS2	ENSG00000135423
2744	hsa00220	GLS	ENSG00000115419
2746	hsa00220	GLUD1	ENSG00000148672
2747	hsa00220	GLUD2	ENSG00000182890
2752	hsa00220	GLUL	ENSG00000135821
2805	hsa00220	GOT1	ENSG00000120053
2806	hsa00220	GOT2	ENSG00000125166
2875	hsa00220	GPT	ENSG00000167701
383	hsa00220	ARG1	ENSG00000118520
384	hsa00220	ARG2	ENSG00000081181
435	hsa00220	ASL	ENSG00000126522
445	hsa00220	ASS1	ENSG00000130707
4842	hsa00220	NOS1	ENSG00000089250
4843	hsa00220	NOS2	ENSG00000007171
4846	hsa00220	NOS3	ENSG00000164867
5009	hsa00220	OTC	ENSG00000036473
84706	hsa00220	GPT2	ENSG00000166123
95	hsa00220	ACY1	ENSG00000243989
100	hsa00230	ADA	ENSG00000196839
100526794	hsa00230	NT5C1B-RDH14	ENSG00000250741
10201	hsa00230	NME6	ENSG00000172113
102157402	hsa00230	AK6	ENSG00000085231
10606	hsa00230	PAICS	ENSG00000128050
107	hsa00230	ADCY1	ENSG00000164742
108	hsa00230	ADCY2	ENSG00000078295
10846	hsa00230	PDE10A	ENSG00000112541
109	hsa00230	ADCY3	ENSG00000138031
111	hsa00230	ADCY5	ENSG00000173175
11164	hsa00230	NUDT5	ENSG00000165609
112	hsa00230	ADCY6	ENSG00000174233
113	hsa00230	ADCY7	ENSG00000121281
114	hsa00230	ADCY8	ENSG00000155897
115	hsa00230	ADCY9	ENSG00000162104
122481	hsa00230	AK7	ENSG00000140057
122622	hsa00230	ADSS1	ENSG00000185100
124583	hsa00230	CANT1	ENSG00000171302
131870	hsa00230	NUDT16	ENSG00000198585
132	hsa00230	ADK	ENSG00000156110
144811	hsa00230	LACC1	ENSG00000179630
158	hsa00230	ADSL	ENSG00000239900
158067	hsa00230	AK8	ENSG00000165695
159	hsa00230	ADSS2	ENSG00000035687
1633	hsa00230	DCK	ENSG00000156136
1716	hsa00230	DGUOK	ENSG00000114956
196883	hsa00230	ADCY4	ENSG00000129467
203	hsa00230	AK1	ENSG00000106992
204	hsa00230	AK2	ENSG00000004455
205	hsa00230	AK4	ENSG00000162433
221264	hsa00230	AK9	ENSG00000155085
221823	hsa00230	PRPS1L1	ENSG00000229937
2272	hsa00230	FHIT	ENSG00000189283
22875	hsa00230	ENPP4	ENSG00000001561
22978	hsa00230	NT5C2	ENSG00000076685
2618	hsa00230	GART	ENSG00000159131
26289	hsa00230	AK5	ENSG00000154027
270	hsa00230	AMPD1	ENSG00000116748
271	hsa00230	AMPD2	ENSG00000116337
27115	hsa00230	PDE7B	ENSG00000171408
272	hsa00230	AMPD3	ENSG00000133805
2766	hsa00230	GMPR	ENSG00000137198
284958	hsa00230	NT5DC4	ENSG00000144130
2977	hsa00230	GUCY1A2	ENSG00000152402
2982	hsa00230	GUCY1A1	ENSG00000164116
2983	hsa00230	GUCY1B1	ENSG00000061918
2984	hsa00230	GUCY2C	ENSG00000070019
2986	hsa00230	GUCY2F	ENSG00000101890
2987	hsa00230	GUK1	ENSG00000143774
29922	hsa00230	NME7	ENSG00000143156
3000	hsa00230	GUCY2D	ENSG00000132518
30833	hsa00230	NT5C	ENSG00000125458
318	hsa00230	NUDT2	ENSG00000164978
3251	hsa00230	HPRT1	ENSG00000165704
353	hsa00230	APRT	ENSG00000198931
3614	hsa00230	IMPDH1	ENSG00000106348
3615	hsa00230	IMPDH2	ENSG00000178035
3704	hsa00230	ITPA	ENSG00000125877
374659	hsa00230	HDDC3	ENSG00000184508
377841	hsa00230	ENTPD8	ENSG00000188833
471	hsa00230	ATIC	ENSG00000138363
4830	hsa00230	NME1	ENSG00000239672
4831	hsa00230	NME2	ENSG00000243678
4832	hsa00230	NME3	ENSG00000103024
4833	hsa00230	NME4	ENSG00000103202
4860	hsa00230	PNP	ENSG00000198805
4881	hsa00230	NPR1	ENSG00000169418
4882	hsa00230	NPR2	ENSG00000159899
4907	hsa00230	NT5E	ENSG00000135318
50484	hsa00230	RRM2B	ENSG00000048392
50808	hsa00230	AK3	ENSG00000147853
50940	hsa00230	PDE11A	ENSG00000128655
51020	hsa00230	HDDC2	ENSG00000111906
51292	hsa00230	GMPR2	ENSG00000100938
5136	hsa00230	PDE1A	ENSG00000115252
5137	hsa00230	PDE1C	ENSG00000154678
5138	hsa00230	PDE2A	ENSG00000186642
5139	hsa00230	PDE3A	ENSG00000172572
5140	hsa00230	PDE3B	ENSG00000152270
5141	hsa00230	PDE4A	ENSG00000065989
5142	hsa00230	PDE4B	ENSG00000184588
5143	hsa00230	PDE4C	ENSG00000105650
5144	hsa00230	PDE4D	ENSG00000113448
5145	hsa00230	PDE6A	ENSG00000132915
5146	hsa00230	PDE6C	ENSG00000095464
5147	hsa00230	PDE6D	ENSG00000156973
5148	hsa00230	PDE6G	ENSG00000185527
5149	hsa00230	PDE6H	ENSG00000139053
5150	hsa00230	PDE7A	ENSG00000205268
5151	hsa00230	PDE8A	ENSG00000073417
5152	hsa00230	PDE9A	ENSG00000160191
5153	hsa00230	PDE1B	ENSG00000123360
5158	hsa00230	PDE6B	ENSG00000133256
5167	hsa00230	ENPP1	ENSG00000197594
5169	hsa00230	ENPP3	ENSG00000154269
51816	hsa00230	ADA2	ENSG00000093072
5198	hsa00230	PFAS	ENSG00000178921
5236	hsa00230	PGM1	ENSG00000079739
53343	hsa00230	NUDT9	ENSG00000170502
5471	hsa00230	PPAT	ENSG00000128059
55276	hsa00230	PGM2	ENSG00000169299
55811	hsa00230	ADCY10	ENSG00000143199
55821	hsa00230	ALLC	ENSG00000151360
5631	hsa00230	PRPS1	ENSG00000147224
5634	hsa00230	PRPS2	ENSG00000101911
56953	hsa00230	NT5M	ENSG00000205309
56985	hsa00230	ADPRM	ENSG00000170222
58497	hsa00230	PRUNE1	ENSG00000143363
6240	hsa00230	RRM1	ENSG00000167325
6241	hsa00230	RRM2	ENSG00000171848
646625	hsa00230	URAD	ENSG00000183463
654364	hsa00230	NME1-NME2	ENSG00000011052
7498	hsa00230	XDH	ENSG00000158125
84284	hsa00230	NTPCR	ENSG00000135778
84618	hsa00230	NT5C1A	ENSG00000116981
8622	hsa00230	PDE8B	ENSG00000113231
8654	hsa00230	PDE5A	ENSG00000138735
8833	hsa00230	GMPS	ENSG00000163655
9060	hsa00230	PAPSS2	ENSG00000198682
9061	hsa00230	PAPSS1	ENSG00000138801
93034	hsa00230	NT5C1B	ENSG00000185013
953	hsa00230	ENTPD1	ENSG00000138185
954	hsa00230	ENTPD2	ENSG00000054179
955	hsa00230	ENTPD6	ENSG00000197586
956	hsa00230	ENTPD3	ENSG00000168032
957	hsa00230	ENTPD5	ENSG00000187097
9583	hsa00230	ENTPD4	ENSG00000197217
9615	hsa00230	GDA	ENSG00000119125
10	hsa00232	NAT2	ENSG00000156006
1544	hsa00232	CYP1A2	ENSG00000140505
1548	hsa00232	CYP2A6	ENSG00000255974
1549	hsa00232	CYP2A7	ENSG00000198077
7498	hsa00232	XDH	ENSG00000158125
9	hsa00232	NAT1	ENSG00000171428
100526794	hsa00240	NT5C1B-RDH14	ENSG00000250741
10201	hsa00240	NME6	ENSG00000172113
115024	hsa00240	NT5C3B	ENSG00000141698
124583	hsa00240	CANT1	ENSG00000171302
129607	hsa00240	CMPK2	ENSG00000134326
1503	hsa00240	CTPS1	ENSG00000171793
151531	hsa00240	UPP2	ENSG00000007001
1633	hsa00240	DCK	ENSG00000156136
1635	hsa00240	DCTD	ENSG00000129187
1723	hsa00240	DHODH	ENSG00000102967
1806	hsa00240	DPYD	ENSG00000188641
1807	hsa00240	DPYS	ENSG00000147647
1841	hsa00240	DTYMK	ENSG00000168393
1854	hsa00240	DUT	ENSG00000128951
1890	hsa00240	TYMP	ENSG00000025708
221264	hsa00240	AK9	ENSG00000155085
22978	hsa00240	NT5C2	ENSG00000076685
284958	hsa00240	NT5DC4	ENSG00000144130
29922	hsa00240	NME7	ENSG00000143156
30833	hsa00240	NT5C	ENSG00000125458
318	hsa00240	NUDT2	ENSG00000164978
377841	hsa00240	ENTPD8	ENSG00000188833
4830	hsa00240	NME1	ENSG00000239672
4831	hsa00240	NME2	ENSG00000243678
4832	hsa00240	NME3	ENSG00000103024
4833	hsa00240	NME4	ENSG00000103202
4907	hsa00240	NT5E	ENSG00000135318
50484	hsa00240	RRM2B	ENSG00000048392
51020	hsa00240	HDDC2	ENSG00000111906
51251	hsa00240	NT5C3A	ENSG00000122643
5167	hsa00240	ENPP1	ENSG00000197594
5169	hsa00240	ENPP3	ENSG00000154269
51727	hsa00240	CMPK1	ENSG00000162368
51733	hsa00240	UPB1	ENSG00000100024
54963	hsa00240	UCKL1	ENSG00000198276
56474	hsa00240	CTPS2	ENSG00000047230
56953	hsa00240	NT5M	ENSG00000205309
6240	hsa00240	RRM1	ENSG00000167325
6241	hsa00240	RRM2	ENSG00000171848
654364	hsa00240	NME1-NME2	ENSG00000011052
7083	hsa00240	TK1	ENSG00000167900
7084	hsa00240	TK2	ENSG00000166548
7298	hsa00240	TYMS	ENSG00000176890
7371	hsa00240	UCK2	ENSG00000143179
7372	hsa00240	UMPS	ENSG00000114491
7378	hsa00240	UPP1	ENSG00000183696
790	hsa00240	CAD	ENSG00000084774
79077	hsa00240	DCTPP1	ENSG00000179958
83549	hsa00240	UCK1	ENSG00000130717
84618	hsa00240	NT5C1A	ENSG00000116981
8623	hsa00240	ASMTL	ENSG00000169093
93034	hsa00240	NT5C1B	ENSG00000185013
953	hsa00240	ENTPD1	ENSG00000138185
955	hsa00240	ENTPD6	ENSG00000197586
956	hsa00240	ENTPD3	ENSG00000168032
957	hsa00240	ENTPD5	ENSG00000187097
9583	hsa00240	ENTPD4	ENSG00000197217
978	hsa00240	CDA	ENSG00000158825
122622	hsa00250	ADSS1	ENSG00000185100
1373	hsa00250	CPS1	ENSG00000021826
137362	hsa00250	GOT1L1	ENSG00000169154
158	hsa00250	ADSL	ENSG00000239900
159	hsa00250	ADSS2	ENSG00000035687
18	hsa00250	ABAT	ENSG00000183044
189	hsa00250	AGXT	ENSG00000172482
2346	hsa00250	FOLH1	ENSG00000086205
2571	hsa00250	GAD1	ENSG00000128683
2572	hsa00250	GAD2	ENSG00000136750
259307	hsa00250	IL4I1	ENSG00000104951
2673	hsa00250	GFPT1	ENSG00000198380
27165	hsa00250	GLS2	ENSG00000135423
2744	hsa00250	GLS	ENSG00000115419
2746	hsa00250	GLUD1	ENSG00000148672
2747	hsa00250	GLUD2	ENSG00000182890
2752	hsa00250	GLUL	ENSG00000135821
2805	hsa00250	GOT1	ENSG00000120053
2806	hsa00250	GOT2	ENSG00000125166
284716	hsa00250	RIMKLA	ENSG00000177181
2875	hsa00250	GPT	ENSG00000167701
339983	hsa00250	NAT8L	ENSG00000185818
435	hsa00250	ASL	ENSG00000126522
440	hsa00250	ASNS	ENSG00000070669
443	hsa00250	ASPA	ENSG00000108381
445	hsa00250	ASS1	ENSG00000130707
5471	hsa00250	PPAT	ENSG00000128059
56954	hsa00250	NIT2	ENSG00000114021
57494	hsa00250	RIMKLB	ENSG00000166532
64902	hsa00250	AGXT2	ENSG00000113492
790	hsa00250	CAD	ENSG00000084774
7915	hsa00250	ALDH5A1	ENSG00000112294
80150	hsa00250	ASRGL1	ENSG00000162174
84706	hsa00250	GPT2	ENSG00000166123
8528	hsa00250	DDO	ENSG00000203797
8659	hsa00250	ALDH4A1	ENSG00000159423
9945	hsa00250	GFPT2	ENSG00000131459
102724560	hsa00260	LOC102724560	ENSG00000274276
10993	hsa00260	SDS	ENSG00000135094
113675	hsa00260	SDSL	ENSG00000139410
132158	hsa00260	GLYCTK	ENSG00000168237
1491	hsa00260	CTH	ENSG00000116761
1610	hsa00260	DAO	ENSG00000110887
1738	hsa00260	DLD	ENSG00000091140
1757	hsa00260	SARDH	ENSG00000123453
189	hsa00260	AGXT	ENSG00000172482
211	hsa00260	ALAS1	ENSG00000023330
212	hsa00260	ALAS2	ENSG00000158578
23464	hsa00260	GCAT	ENSG00000100116
2593	hsa00260	GAMT	ENSG00000130005
26227	hsa00260	PHGDH	ENSG00000092621
2628	hsa00260	GATM	ENSG00000171766
2653	hsa00260	GCSH	ENSG00000140905
27232	hsa00260	GNMT	ENSG00000124713
2731	hsa00260	GLDC	ENSG00000178445
275	hsa00260	AMT	ENSG00000145020
29958	hsa00260	DMGDH	ENSG00000132837
29968	hsa00260	PSAT1	ENSG00000135069
314	hsa00260	AOC2	ENSG00000131480
4128	hsa00260	MAOA	ENSG00000189221
4129	hsa00260	MAOB	ENSG00000069535
441531	hsa00260	PGAM4	ENSG00000226784
501	hsa00260	ALDH7A1	ENSG00000164904
51268	hsa00260	PIPOX	ENSG00000179761
5223	hsa00260	PGAM1	ENSG00000171314
5224	hsa00260	PGAM2	ENSG00000164708
55349	hsa00260	CHDH	ENSG00000016391
5723	hsa00260	PSPH	ENSG00000146733
635	hsa00260	BHMT	ENSG00000145692
63826	hsa00260	SRR	ENSG00000167720
6470	hsa00260	SHMT1	ENSG00000176974
6472	hsa00260	SHMT2	ENSG00000182199
64902	hsa00260	AGXT2	ENSG00000113492
669	hsa00260	BPGM	ENSG00000172331
8639	hsa00260	AOC3	ENSG00000131471
875	hsa00260	CBS	ENSG00000160200
9380	hsa00260	GRHPR	ENSG00000137106
102724560	hsa00270	LOC102724560	ENSG00000274276
1036	hsa00270	CDO1	ENSG00000129596
10768	hsa00270	AHCYL1	ENSG00000168710
10993	hsa00270	SDS	ENSG00000135094
113675	hsa00270	SDSL	ENSG00000139410
137362	hsa00270	GOT1L1	ENSG00000169154
144811	hsa00270	LACC1	ENSG00000179630
1491	hsa00270	CTH	ENSG00000116761
160287	hsa00270	LDHAL6A	ENSG00000166800
1786	hsa00270	DNMT1	ENSG00000130816
1788	hsa00270	DNMT3A	ENSG00000119772
1789	hsa00270	DNMT3B	ENSG00000088305
191	hsa00270	AHCY	ENSG00000101444
23382	hsa00270	AHCYL2	ENSG00000158467
23743	hsa00270	BHMT2	ENSG00000132840
259307	hsa00270	IL4I1	ENSG00000104951
262	hsa00270	AMD1	ENSG00000123505
26227	hsa00270	PHGDH	ENSG00000092621
27232	hsa00270	GNMT	ENSG00000124713
2729	hsa00270	GCLC	ENSG00000001084
2730	hsa00270	GCLM	ENSG00000023909
27430	hsa00270	MAT2B	ENSG00000038274
2805	hsa00270	GOT1	ENSG00000120053
2806	hsa00270	GOT2	ENSG00000125166
2937	hsa00270	GSS	ENSG00000100983
29968	hsa00270	PSAT1	ENSG00000135069
3939	hsa00270	LDHA	ENSG00000134333
3945	hsa00270	LDHB	ENSG00000111716
3948	hsa00270	LDHC	ENSG00000166796
4143	hsa00270	MAT1A	ENSG00000151224
4144	hsa00270	MAT2A	ENSG00000168906
4190	hsa00270	MDH1	ENSG00000014641
4191	hsa00270	MDH2	ENSG00000146701
4357	hsa00270	MPST	ENSG00000128309
4507	hsa00270	MTAP	ENSG00000099810
4548	hsa00270	MTR	ENSG00000116984
51074	hsa00270	APIP	ENSG00000149089
55256	hsa00270	ADI1	ENSG00000182551
56267	hsa00270	KYAT3	ENSG00000137944
58478	hsa00270	ENOPH1	ENSG00000145293
586	hsa00270	BCAT1	ENSG00000060982
587	hsa00270	BCAT2	ENSG00000105552
635	hsa00270	BHMT	ENSG00000145692
64902	hsa00270	AGXT2	ENSG00000113492
6611	hsa00270	SMS	ENSG00000102172
6723	hsa00270	SRM	ENSG00000116649
6898	hsa00270	TAT	ENSG00000198650
7263	hsa00270	TST	ENSG00000128311
84245	hsa00270	MRI1	ENSG00000037757
875	hsa00270	CBS	ENSG00000160200
883	hsa00270	KYAT1	ENSG00000171097
92483	hsa00270	LDHAL6B	ENSG00000171989
10449	hsa00280	ACAA2	ENSG00000167315
11112	hsa00280	HIBADH	ENSG00000106049
1629	hsa00280	DBT	ENSG00000137992
1738	hsa00280	DLD	ENSG00000091140
18	hsa00280	ABAT	ENSG00000183044
1892	hsa00280	ECHS1	ENSG00000127884
1962	hsa00280	EHHADH	ENSG00000113790
197322	hsa00280	ACSF3	ENSG00000176715
217	hsa00280	ALDH2	ENSG00000111275
219	hsa00280	ALDH1B1	ENSG00000137124
223	hsa00280	ALDH9A1	ENSG00000143149
224	hsa00280	ALDH3A2	ENSG00000072210
259307	hsa00280	IL4I1	ENSG00000104951
26275	hsa00280	HIBCH	ENSG00000198130
27034	hsa00280	ACAD8	ENSG00000151498
30	hsa00280	ACAA1	ENSG00000060971
3028	hsa00280	HSD17B10	ENSG00000072506
3030	hsa00280	HADHA	ENSG00000084754
3032	hsa00280	HADHB	ENSG00000138029
3033	hsa00280	HADH	ENSG00000138796
3155	hsa00280	HMGCL	ENSG00000117305
3157	hsa00280	HMGCS1	ENSG00000112972
3158	hsa00280	HMGCS2	ENSG00000134240
316	hsa00280	AOX1	ENSG00000138356
34	hsa00280	ACADM	ENSG00000117054
35	hsa00280	ACADS	ENSG00000122971
36	hsa00280	ACADSB	ENSG00000196177
3712	hsa00280	IVD	ENSG00000128928
38	hsa00280	ACAT1	ENSG00000075239
39	hsa00280	ACAT2	ENSG00000120437
4329	hsa00280	ALDH6A1	ENSG00000119711
4594	hsa00280	MMUT	ENSG00000146085
501	hsa00280	ALDH7A1	ENSG00000164904
5019	hsa00280	OXCT1	ENSG00000083720
5095	hsa00280	PCCA	ENSG00000175198
5096	hsa00280	PCCB	ENSG00000114054
54511	hsa00280	HMGCLL1	ENSG00000146151
549	hsa00280	AUH	ENSG00000148090
56922	hsa00280	MCCC1	ENSG00000078070
586	hsa00280	BCAT1	ENSG00000060982
587	hsa00280	BCAT2	ENSG00000105552
593	hsa00280	BCKDHA	ENSG00000248098
594	hsa00280	BCKDHB	ENSG00000083123
64064	hsa00280	OXCT2	ENSG00000198754
64087	hsa00280	MCCC2	ENSG00000131844
64902	hsa00280	AGXT2	ENSG00000113492
65985	hsa00280	AACS	ENSG00000081760
84693	hsa00280	MCEE	ENSG00000124370
10993	hsa00290	SDS	ENSG00000135094
113675	hsa00290	SDSL	ENSG00000139410
586	hsa00290	BCAT1	ENSG00000060982
587	hsa00290	BCAT2	ENSG00000105552
10157	hsa00310	AASS	ENSG00000008311
10919	hsa00310	EHMT2	ENSG00000204371
11105	hsa00310	PRDM7	ENSG00000126856
123688	hsa00310	HYKK	ENSG00000188266
150572	hsa00310	SMYD1	ENSG00000115593
1738	hsa00310	DLD	ENSG00000091140
1743	hsa00310	DLST	ENSG00000119689
1892	hsa00310	ECHS1	ENSG00000127884
1962	hsa00310	EHHADH	ENSG00000113790
2122	hsa00310	MECOM	ENSG00000085276
2145	hsa00310	EZH1	ENSG00000108799
2146	hsa00310	EZH2	ENSG00000106462
217	hsa00310	ALDH2	ENSG00000111275
219	hsa00310	ALDH1B1	ENSG00000137124
223	hsa00310	ALDH9A1	ENSG00000143149
224	hsa00310	ALDH3A2	ENSG00000072210
23067	hsa00310	SETD1B	ENSG00000139718
23127	hsa00310	COLGALT2	ENSG00000198756
2639	hsa00310	GCDH	ENSG00000105607
29072	hsa00310	SETD2	ENSG00000181555
3030	hsa00310	HADHA	ENSG00000084754
3033	hsa00310	HADH	ENSG00000138796
38	hsa00310	ACAT1	ENSG00000075239
387893	hsa00310	KMT5A	ENSG00000183955
39	hsa00310	ACAT2	ENSG00000120437
4297	hsa00310	KMT2A	ENSG00000118058
501	hsa00310	ALDH7A1	ENSG00000164904
51111	hsa00310	KMT5B	ENSG00000110066
51166	hsa00310	AADAT	ENSG00000109576
51268	hsa00310	PIPOX	ENSG00000179761
5351	hsa00310	PLOD1	ENSG00000083444
5352	hsa00310	PLOD2	ENSG00000152952
54904	hsa00310	NSD3	ENSG00000147548
55217	hsa00310	TMLHE	ENSG00000185973
55526	hsa00310	DHTKD1	ENSG00000181192
55870	hsa00310	ASH1L	ENSG00000116539
55904	hsa00310	KMT2E	ENSG00000005483
56950	hsa00310	SMYD2	ENSG00000143499
56979	hsa00310	PRDM9	ENSG00000164256
58508	hsa00310	KMT2C	ENSG00000055609
63976	hsa00310	PRDM16	ENSG00000142611
6419	hsa00310	SETMAR	ENSG00000170364
64324	hsa00310	NSD1	ENSG00000165671
64754	hsa00310	SMYD3	ENSG00000185420
6839	hsa00310	SUV39H1	ENSG00000101945
7468	hsa00310	NSD2	ENSG00000109685
7799	hsa00310	PRDM2	ENSG00000116731
79709	hsa00310	COLGALT1	ENSG00000130309
79723	hsa00310	SUV39H2	ENSG00000152455
79813	hsa00310	EHMT1	ENSG00000181090
79823	hsa00310	CAMKMT	ENSG00000143919
8085	hsa00310	KMT2D	ENSG00000167548
80854	hsa00310	SETD7	ENSG00000145391
83852	hsa00310	SETDB2	ENSG00000136169
8424	hsa00310	BBOX1	ENSG00000129151
84444	hsa00310	DOT1L	ENSG00000104885
84787	hsa00310	KMT5C	ENSG00000133247
85007	hsa00310	PHYKPL	ENSG00000175309
8985	hsa00310	PLOD3	ENSG00000106397
93166	hsa00310	PRDM6	ENSG00000061455
9739	hsa00310	SETD1A	ENSG00000099381
9757	hsa00310	KMT2B	ENSG00000272333
9869	hsa00310	SETDB1	ENSG00000143379
112483	hsa00330	SAT2	ENSG00000141504
112817	hsa00330	HOGA1	ENSG00000241935
112849	hsa00330	L3HYPDH	ENSG00000126790
113451	hsa00330	AZIN2	ENSG00000142920
1152	hsa00330	CKB	ENSG00000166165
1158	hsa00330	CKM	ENSG00000104879
1159	hsa00330	CKMT1B	ENSG00000237289
1160	hsa00330	CKMT2	ENSG00000131730
137362	hsa00330	GOT1L1	ENSG00000169154
1610	hsa00330	DAO	ENSG00000110887
217	hsa00330	ALDH2	ENSG00000111275
219	hsa00330	ALDH1B1	ENSG00000137124
223	hsa00330	ALDH9A1	ENSG00000143149
224	hsa00330	ALDH3A2	ENSG00000072210
2593	hsa00330	GAMT	ENSG00000130005
26	hsa00330	AOC1	ENSG00000002726
262	hsa00330	AMD1	ENSG00000123505
2628	hsa00330	GATM	ENSG00000171766
2805	hsa00330	GOT1	ENSG00000120053
2806	hsa00330	GOT2	ENSG00000125166
283208	hsa00330	P4HA3	ENSG00000149380
29920	hsa00330	PYCR2	ENSG00000143811
383	hsa00330	ARG1	ENSG00000118520
384	hsa00330	ARG2	ENSG00000081181
4128	hsa00330	MAOA	ENSG00000189221
4129	hsa00330	MAOB	ENSG00000069535
4842	hsa00330	NOS1	ENSG00000089250
4843	hsa00330	NOS2	ENSG00000007171
4846	hsa00330	NOS3	ENSG00000164867
4942	hsa00330	OAT	ENSG00000065154
4953	hsa00330	ODC1	ENSG00000115758
501	hsa00330	ALDH7A1	ENSG00000164904
5033	hsa00330	P4HA1	ENSG00000122884
51056	hsa00330	LAP3	ENSG00000002549
54498	hsa00330	SMOX	ENSG00000088826
548596	hsa00330	CKMT1A	ENSG00000223572
55748	hsa00330	CNDP2	ENSG00000133313
5625	hsa00330	PRODH	ENSG00000100033
57571	hsa00330	CARNS1	ENSG00000172508
5831	hsa00330	PYCR1	ENSG00000183010
5832	hsa00330	ALDH18A1	ENSG00000059573
58510	hsa00330	PRODH2	ENSG00000250799
6303	hsa00330	SAT1	ENSG00000130066
65263	hsa00330	PYCR3	ENSG00000104524
6611	hsa00330	SMS	ENSG00000102172
6723	hsa00330	SRM	ENSG00000116649
79814	hsa00330	AGMAT	ENSG00000116771
84735	hsa00330	CNDP1	ENSG00000150656
8659	hsa00330	ALDH4A1	ENSG00000159423
8974	hsa00330	P4HA2	ENSG00000072682
10841	hsa00340	FTCD	ENSG00000160282
131669	hsa00340	UROC1	ENSG00000159650
138199	hsa00340	CARNMT1	ENSG00000156017
144193	hsa00340	AMDHD1	ENSG00000139344
217	hsa00340	ALDH2	ENSG00000111275
218	hsa00340	ALDH3A1	ENSG00000108602
219	hsa00340	ALDH1B1	ENSG00000137124
221	hsa00340	ALDH3B1	ENSG00000006534
222	hsa00340	ALDH3B2	ENSG00000132746
223	hsa00340	ALDH9A1	ENSG00000143149
224	hsa00340	ALDH3A2	ENSG00000072210
26	hsa00340	AOC1	ENSG00000002726
3034	hsa00340	HAL	ENSG00000084110
3067	hsa00340	HDC	ENSG00000140287
3176	hsa00340	HNMT	ENSG00000150540
4128	hsa00340	MAOA	ENSG00000189221
4129	hsa00340	MAOB	ENSG00000069535
443	hsa00340	ASPA	ENSG00000108381
501	hsa00340	ALDH7A1	ENSG00000164904
55748	hsa00340	CNDP2	ENSG00000133313
57571	hsa00340	CARNS1	ENSG00000172508
84735	hsa00340	CNDP1	ENSG00000150656
124	hsa00350	ADH1A	ENSG00000187758
125	hsa00350	ADH1B	ENSG00000196616
126	hsa00350	ADH1C	ENSG00000248144
127	hsa00350	ADH4	ENSG00000198099
128	hsa00350	ADH5	ENSG00000197894
130	hsa00350	ADH6	ENSG00000172955
131	hsa00350	ADH7	ENSG00000196344
1312	hsa00350	COMT	ENSG00000093010
137362	hsa00350	GOT1L1	ENSG00000169154
1621	hsa00350	DBH	ENSG00000123454
1638	hsa00350	DCT	ENSG00000080166
1644	hsa00350	DDC	ENSG00000132437
218	hsa00350	ALDH3A1	ENSG00000108602
2184	hsa00350	FAH	ENSG00000103876
220074	hsa00350	LRTOMT	ENSG00000284922
221	hsa00350	ALDH3B1	ENSG00000006534
222	hsa00350	ALDH3B2	ENSG00000132746
259307	hsa00350	IL4I1	ENSG00000104951
2805	hsa00350	GOT1	ENSG00000120053
2806	hsa00350	GOT2	ENSG00000125166
2954	hsa00350	GSTZ1	ENSG00000100577
3081	hsa00350	HGD	ENSG00000113924
314	hsa00350	AOC2	ENSG00000131480
316	hsa00350	AOX1	ENSG00000138356
3242	hsa00350	HPD	ENSG00000158104
4128	hsa00350	MAOA	ENSG00000189221
4129	hsa00350	MAOB	ENSG00000069535
4282	hsa00350	MIF	ENSG00000240972
5409	hsa00350	PNMT	ENSG00000141744
6898	hsa00350	TAT	ENSG00000198650
7054	hsa00350	TH	ENSG00000180176
7173	hsa00350	TPO	ENSG00000115705
7299	hsa00350	TYR	ENSG00000077498
7306	hsa00350	TYRP1	ENSG00000107165
81889	hsa00350	FAHD1	ENSG00000180185
8639	hsa00350	AOC3	ENSG00000131471
137362	hsa00360	GOT1L1	ENSG00000169154
1644	hsa00360	DDC	ENSG00000132437
218	hsa00360	ALDH3A1	ENSG00000108602
221	hsa00360	ALDH3B1	ENSG00000006534
222	hsa00360	ALDH3B2	ENSG00000132746
259307	hsa00360	IL4I1	ENSG00000104951
2805	hsa00360	GOT1	ENSG00000120053
2806	hsa00360	GOT2	ENSG00000125166
314	hsa00360	AOC2	ENSG00000131480
3242	hsa00360	HPD	ENSG00000158104
4128	hsa00360	MAOA	ENSG00000189221
4129	hsa00360	MAOB	ENSG00000069535
4282	hsa00360	MIF	ENSG00000240972
5053	hsa00360	PAH	ENSG00000171759
6898	hsa00360	TAT	ENSG00000198650
8639	hsa00360	AOC3	ENSG00000131471
11185	hsa00380	INMT	ENSG00000241644
121278	hsa00380	TPH2	ENSG00000139287
125061	hsa00380	AFMID	ENSG00000183077
130013	hsa00380	ACMSD	ENSG00000153086
15	hsa00380	AANAT	ENSG00000129673
1543	hsa00380	CYP1A1	ENSG00000140465
1544	hsa00380	CYP1A2	ENSG00000140505
